Known As,Full Name,Age,Overall,Positions Played,Best Position,Nationality,Club Name
F. Uduokhai,Felix Uduokhai,24,75,CB,CB,Germany,FC Augsburg
P. Ochs,Philipp Ochs,25,66,"LB,LM",LM,Germany,SV Sandhausen
J. Beyer,Jordan Beyer,22,74,"CB,RB",CB,Germany,Burnley
Y. Moukoko,Youssoufa Moukoko,17,69,ST,ST,Germany,Borussia Dortmund
L. Ritzka,Lars Ritzka,24,66,"LB,CB",LB,Germany,FC St. Pauli
P. Göbel,Patrick Göbel,28,67,RM,RM,Germany,FSV Zwickau
D. Srbeny,Dennis Srbeny,28,70,"ST,CAM",ST,Germany,SC Paderborn 07
S. Belkahia,Semi Belkahia,23,66,CB,CB,Germany,TSV 1860 München
R. Framberger,Raphael Framberger,26,69,"RWB,RM",RWB,Germany,FC Augsburg
F. Agu,Felix Agu,22,71,"RWB,LWB",RWB,Germany,SV Werder Bremen
T. Wellenreuther,Timon Wellenreuther,26,69,GK,GK,Germany,Feyenoord
F. Hübner,Florian Hübner,31,71,CB,CB,Germany,1. FC Nürnberg
J. Zimmer,Jean Zimmer,28,66,"RM,RWB,RB",RM,Germany,1. FC Kaiserslautern
B. Uphoff,Benjamin Uphoff,28,70,GK,GK,Germany,Sport-Club Freiburg
M. Schuster,Marco Schuster,26,69,"CDM,CM,RM",CDM,Germany,SC Paderborn 07
N. Tauer,Niklas Tauer,21,68,"CB,CDM",CB,Germany,1. FSV Mainz 05
K. Behrens,Kevin Behrens,31,71,ST,ST,Germany,1. FC Union Berlin
M. Raab,Matheo Raab,23,69,GK,GK,Germany,Hamburger SV
M. Wanitzek,Marvin Wanitzek,29,72,CM,CM,Germany,Karlsruher SC
L. Tankulić,Luka Tankulić,31,67,"CAM,RM",CAM,Germany,SV Meppen
A. Knauff,Ansgar Knauff,20,75,"RM,LM",RM,Germany,Eintracht Frankfurt
M. Zetterer,Michael Zetterer,26,68,GK,GK,Germany,SV Werder Bremen
S. Köhler,Sven Köhler,25,65,"CM,CDM",CM,Germany,VfL Osnabrück
Y. Gerhardt,Yannick Gerhardt,28,76,CM,CM,Germany,VfL Wolfsburg
A. Jung,Anthony Jung,30,72,"LWB,CB",LWB,Germany,SV Werder Bremen
F. Pick,Florian Pick,26,67,"LM,RM",LM,Germany,1. FC Heidenheim 1846
M. Thiede,Marco Thiede,30,69,"RB,RW",RB,Germany,Karlsruher SC
J. Föhrenbach,Jonas Föhrenbach,26,69,LB,LB,Germany,1. FC Heidenheim 1846
C. Daferner,Christoph Daferner,24,68,ST,ST,Germany,1. FC Nürnberg
C. Buchtmann,Christopher Buchtmann,30,67,"CM,CDM,CAM",CM,Germany,VfB Oldenburg
L. Cueto,Lucas Cueto,26,67,"LW,RW",LW,Germany,Karlsruher SC
F. Kastenmeier,Florian Kastenmeier,25,69,GK,GK,Germany,Fortuna Düsseldorf
O. Batista Meier,Oliver Batista Meier,21,65,"CAM,LW",CAM,Germany,SG Dynamo Dresden
T. Sippel,Tobias Sippel,34,73,GK,GK,Germany,Borussia Mönchengladbach
D. Frick,Davy Frick,32,65,"CB,CDM,CM",CDM,Germany,FSV Zwickau
C. Kühlwetter,Christian Kühlwetter,26,68,ST,ST,Germany,1. FC Heidenheim 1846
S. Stolze,Sebastian Stolze,27,68,"CAM,LM,RM",RM,Germany,Hannover 96
J. Nietfeld,Jonas Nietfeld,28,65,"CB,CDM",CDM,Germany,Hallescher FC
J. Toljan,Jeremy Toljan,27,73,RB,RB,Germany,U.S. Sassuolo Calcio
L. Lauberbach,Lion Lauberbach,24,67,"ST,LM",ST,Germany,Eintracht Braunschweig
B. Simakala,Ba-Muaka Simakala,25,65,"RW,CAM",RM,Germany,VfL Osnabrück
T. Becker,Timo Becker,25,68,"CB,RWB",CB,Germany,Holstein Kiel
E. Yeşilyurt,Erdoğan Yeşilyurt,28,67,"RM,RB,LM",RM,Germany,Demir Grup Sivasspor
N. Rapp,Nicolai Rapp,25,69,"CDM,CB,CM",CB,Germany,SV Werder Bremen
R. Bauer,Robert Bauer,27,70,"CB,RB,CDM",CB,Germany,Sint-Truidense VV
G. Prömel,Grischa Prömel,27,76,"CM,CDM",CM,Germany,TSG Hoffenheim
F. Platte,Felix Platte,26,70,ST,ST,Germany,SC Paderborn 07
S. Kutschke,Stefan Kutschke,33,67,ST,ST,Germany,SG Dynamo Dresden
Y. Amyn,Youssef Amyn,18,65,"LW,RW,CAM",CAM,Germany,Feyenoord
M. Eggestein,Maximilian Eggestein,25,75,"CDM,CM",CDM,Germany,Sport-Club Freiburg
A. Bella Kotchap,Armel Bella Kotchap,20,73,CB,CB,Germany,Southampton
N. Mantl,Nico Mantl,22,69,GK,GK,Germany,FC Red Bull Salzburg
N. Stark,Niklas Stark,27,75,"CB,CDM",CB,Germany,SV Werder Bremen
A. Donkor,Anton Donkor,24,65,"LB,LM,LWB",LB,Germany,Eintracht Braunschweig
A. Sicker,Arne Sicker,25,67,"LB,LM",LB,Germany,SV Sandhausen
P. Hercher,Philipp Hercher,26,68,"RM,RB",RM,Germany,1. FC Kaiserslautern
A. Esswein,Alexander Esswein,32,67,"RM,ST,LM",ST,Germany,SV Sandhausen
F. Bartels,Fin Bartels,35,71,"CF,RW,CAM",CAM,Germany,Holstein Kiel
S. Zoller,Simon Zoller,31,73,"ST,RW,LW",ST,Germany,VfL Bochum 1848
M. Stoppelkamp,Moritz Stoppelkamp,35,67,"LM,CAM",LM,Germany,MSV Duisburg
D. Wein,Daniel Wein,28,65,"CDM,CM,CB",CDM,Germany,TSV 1860 München
M. Bülter,Marius Bülter,29,72,"ST,LM",ST,Germany,FC Schalke 04
D. Roßbach,Damian Roßbach,29,67,CB,CB,Germany,F.C. Hansa Rostock
S. Jung,Sebastian Jung,32,68,RB,RB,Germany,Karlsruher SC
L. Itter,Luca Itter,23,69,"LB,CB",LB,Germany,SpVgg Greuther Fürth
P. Heise,Philip Heise,31,69,LB,LB,Germany,Karlsruher SC
M. Höger,Marco Höger,32,69,"CDM,CM",CDM,Germany,SV Waldhof Mannheim 07
L. Karius,Loris Karius,29,72,GK,GK,Germany,Newcastle United
T. Müller,Tobias Müller,27,67,CB,CB,Germany,SC Paderborn 07
M. Mehlem,Marcel Mehlem,27,67,"CM,CDM,CAM",CDM,Germany,SC Paderborn 07
E. Dinkçi,Eren Dinkçi,20,65,"RW,CF",ST,Germany,SV Werder Bremen
F. Kunze,Fabian Kunze,24,71,"CDM,CM",CB,Germany,Hannover 96
M. Heider,Marc Heider,36,67,ST,ST,Germany,VfL Osnabrück
P. Köpke,Pascal Köpke,26,68,ST,ST,Germany,1. FC Nürnberg
T. Breithaupt,Tim Breithaupt,20,69,CDM,CDM,Germany,Karlsruher SC
A. Seydel,Aaron Seydel,26,67,"ST,LM,CAM",ST,Germany,SV Darmstadt 98
J. Horn,Jannes Horn,25,72,"LB,CB",LB,Germany,VfL Bochum 1848
L. Kerber,Luca Kerber,20,65,"CDM,CM",CM,Germany,1. FC Saarbrücken
R. Zieler,Ron-Robert Zieler,33,73,GK,GK,Germany,Hannover 96
P. Bauer,Patrick Bauer,29,72,CB,CB,Germany,Preston North End
J. Marx,Jan Hendrik Marx,27,67,"RB,RM,RWB",RB,Germany,Eintracht Braunschweig
N. Butzen,Nils Butzen,29,67,"RB,LB",RB,Germany,FSV Zwickau
B. Oczipka,Bastian Oczipka,33,72,"LWB,CB",LWB,Germany,DSC Arminia Bielefeld
M. Biankadi,Merveille Biankadi,27,67,"RM,CAM,CM",RM,Germany,1. FC Heidenheim 1846
S. Rhein,Simon Rhein,24,69,"CDM,CM",CDM,Germany,F.C. Hansa Rostock
S. Breitkreuz,Steve Breitkreuz,30,71,"CB,RB",CB,Germany,SSV Jahn Regensburg
L. Görtler,Lukas Görtler,28,73,"CM,RM,CAM",CM,Germany,FC St. Gallen 1879
R. Zentner,Robin Zentner,27,76,GK,GK,Germany,1. FSV Mainz 05
C. Teuchert,Cedric Teuchert,25,69,"ST,RW",ST,Germany,Hannover 96
J. Boyamba,Joseph Boyamba,25,67,"RM,CAM,LM",RM,Germany,TSV 1860 München
F. Lohkemper,Felix Lohkemper,27,66,ST,ST,Germany,1. FC Nürnberg
K. Wagner,Kai Wagner,25,75,"LB,LWB",LB,Germany,Philadelphia Union
A. Stach,Anton Stach,23,76,"CM,CDM",CM,Germany,1. FSV Mainz 05
M. Malone,Maurice Malone,21,67,"LM,RM,ST",ST,Germany,RZ Pellets Wolfsberger AC
K. Möhwald,Kevin Möhwald,28,71,"CM,CAM",CM,Germany,1. FC Union Berlin
F. Schleusener,Fabian Schleusener,30,68,"ST,LW,RW",ST,Germany,Karlsruher SC
D. Kohr,Dominik Kohr,28,76,"CDM,CM",CB,Germany,1. FSV Mainz 05
A. Voglsammer,Andreas Voglsammer,30,73,"ST,LM",ST,Germany,Millwall
I. Höhn,Immanuel Höhn,30,68,CB,CB,Germany,SV Sandhausen
M. Schäffler,Manuel Schäffler,33,67,ST,ST,Germany,SG Dynamo Dresden
J. Mbom,Jean-Manuel Mbom,22,69,"CM,RWB,CDM",CDM,Germany,SV Werder Bremen
S. Lorenz,Simon Lorenz,25,68,CB,CB,Germany,Holstein Kiel
S. Kittel,Sonny Kittel,29,73,"CAM,LW,CM",CAM,Germany,Hamburger SV
R. Khedira,Rani Khedira,28,74,"CDM,CB",CB,Germany,1. FC Union Berlin
R. Neudecker,Richard Neudecker,25,67,"CM,CAM",LM,Germany,1. FC Saarbrücken
T. Handwerker,Tim Handwerker,24,70,LB,LWB,Germany,1. FC Nürnberg
W. Anton,Waldemar Anton,25,75,"CB,CDM",CB,Germany,VfB Stuttgart
T. Raschl,Tobias Raschl,22,69,CM,CM,Germany,SpVgg Greuther Fürth
M. Mittelstädt,Maximilian Mittelstädt,25,74,"LB,LM",LB,Germany,Hertha BSC
D. da Costa,Danny da Costa,28,74,RWB,RWB,Germany,1. FSV Mainz 05
M. Baku,Makana Baku,24,67,"LM,RM",RM,Germany,Legia Warszawa
N. Gießelmann,Niko Gießelmann,30,73,"LWB,LB",LWB,Germany,1. FC Union Berlin
J. Serra,Janni Serra,24,70,ST,ST,Germany,DSC Arminia Bielefeld
J. Gressel,Julian Gressel,28,73,"RM,RWB",RM,Germany,Vancouver Whitecaps FC
P. Stenzel,Pascal Stenzel,26,69,"CB,RB",CDM,Germany,VfB Stuttgart
M. Behrens,Morten Behrens,25,67,GK,GK,Germany,SV Waldhof Mannheim 07
A. Çakar,Abdulkerim Çakar,21,66,"RW,LW",RM,Germany,Gazişehir Gaziantep F.K.
R. Khadra,Reda Khadra,20,69,"LW,ST",CAM,Germany,Sheffield United
P. Förster,Philipp Förster,27,72,"CAM,CF,CM",CAM,Germany,VfL Bochum 1848
B. Hübner,Benjamin Hübner,32,75,CB,CB,Germany,TSG Hoffenheim
R. Benatelli,Rico Benatelli,30,67,"CDM,CM",CDM,Germany,SK Austria Klagenfurt
L. Maina,Linton Maina,23,70,"LM,RM,ST",RM,Germany,1. FC Köln
N. Kühn,Nicolas Kühn,22,71,"RM,ST,CAM",LM,Germany,SK Rapid Wien
C. Schindler,Christopher Schindler,32,72,CB,CB,Germany,1. FC Nürnberg
M. Eggestein,Maximilian Eggestein,25,75,"CDM,CM",CDM,Germany,Sport-Club Freiburg
J. Haberer,Janik Haberer,28,73,"CM,CDM,RM",CM,Germany,1. FC Union Berlin
N. Hauptmann,Niklas Hauptmann,26,66,CM,CAM,Germany,SG Dynamo Dresden
M. Schuhen,Marcel Schuhen,29,73,GK,GK,Germany,SV Darmstadt 98
M. Klimowicz,Mateo Klimowicz,21,67,"CF,CAM,ST",CAM,Germany,DSC Arminia Bielefeld
J. Korb,Julian Korb,30,69,"RWB,RM",RWB,Germany,Holstein Kiel
P. Drewes,Patrick Drewes,29,72,GK,GK,Germany,SV Sandhausen
P. Osterhage,Patrick Osterhage,22,69,"CM,CDM",CM,Germany,VfL Bochum 1848
M. Kolke,Markus Kolke,31,72,GK,GK,Germany,F.C. Hansa Rostock
S. Mockenhaupt,Sascha Mockenhaupt,30,66,CB,CB,Germany,SV Wehen Wiesbaden
H. Sarpei,Hans Nunoo Sarpei,23,67,"CDM,CM",CDM,Ghana,FC Ingolstadt 04
B. Alhassan,Baba Alhassan,22,65,"CDM,CM,CAM",ST,Ghana,AFC Hermannstadt
G. Koomson,Gilbert Koomson,27,67,RM,RM,Ghana,Aalesunds FK
K. Abrefa,Kelvin Abrefa,18,58,"RWB,RB",RWB,Ghana,Reading
J. Paintsil,Joseph Paintsil,24,71,"LW,RW,ST",RM,Ghana,KRC Genk
S. Ambrosius,Stephan Ambrosius,23,69,CB,CB,Ghana,Karlsruher SC
A. Fatawu Issahaku,Abdul Fatawu Issahaku,18,67,"CAM,RW",CAM,Ghana,Sporting CP
S. Paintsil,Seth Paintsil,26,63,"LM,ST,RM",LM,Ghana,TSV Egger Glas Hartberg
K. Schindler,Kingsley Schindler,28,70,"RM,RB",RM,Ghana,1. FC Köln
E. Gyasi,Emmanuel Gyasi,28,73,"RM,LM,ST",RM,Ghana,Spezia
T. Lamptey,Tariq Lamptey,21,75,"RWB,RB",RWB,Ghana,Brighton & Hove Albion
A. Akurugu,Amankwaa Akurugu,20,62,LB,LB,Ghana,Getafe CF
B. Adjei-Boateng,Bismark Adjei-Boateng,28,71,"CDM,CM",CDM,Ghana,CFR Cluj
E. Lomotey,Emmanuel Lomotey,24,67,"CB,CDM,CM",CB,Ghana,Malmö FF
D. Kyereh,Daniel-Kofi Kyereh,26,75,"CAM,ST,RM",CAM,Ghana,Sport-Club Freiburg
K. Wriedt,Kwasi Wriedt,27,68,ST,ST,Ghana,Holstein Kiel
L. Blessing,Latif Blessing,25,70,"CM,RB",CAM,Ghana,Los Angeles FC
L. Zigi,Lawrence Ati Zigi,25,70,GK,GK,Ghana,FC St. Gallen 1879
B. Mensah,Bernard Mensah,27,72,"CAM,CM",CAM,Ghana,Yukatel Kayserispor
O. Bonsu,Osei Bonsu,21,67,"RM,RW",CAM,Ghana,Caracas Fútbol Club
N. Opoku,Nicholas Opoku,24,66,CB,CB,Ghana,Amiens SC
K. Poku,Kwame Poku,20,67,"CAM,RW,LW",CAM,Ghana,Peterborough United
A. Danladi,Abu Danladi,26,63,"ST,RM",ST,Ghana,Minnesota United FC
M. Ashimeru,Majeed Ashimeru,24,71,"CM,CAM,CDM",CAM,Ghana,RSC Anderlecht
E. Boateng,Emmanuel Boateng,25,63,CM,CM,Ghana,IF Elfsborg
S. Issah,Saeed Issah,22,56,"CB,LB",CB,Ghana,AFC Hermannstadt
A. Yakubu,Abdul-Aziz Yakubu,23,70,ST,ST,Ghana,Rio Ave FC
M. Baidoo,Michael Baidoo,23,62,"CAM,CM",CAM,Ghana,IF Elfsborg
G. Bentil,Godwin Bentil,21,61,ST,ST,Ghana,Chamois Niortais Football Club
K. Karikari,Kwame Karikari,30,65,ST,ST,Ghana,Chennaiyin FC
L. Coulibaly,Lasso Coulibaly,19,64,"RW,ST",RM,Ghana,FC Nordsjælland
I. Sadiq,Ibrahim Sadiq,22,65,"LW,RW,ST",LW,Ghana,BK Häcken
B. Rahman,Baba Rahman,27,70,"LWB,LB",LWB,Ghana,Reading
A. Francis,Abu Francis,21,65,"CAM,CM,LW",CAM,Ghana,KSV Cercle Brugge
C. Antwi-Adjei,Christopher Antwi-Adjei,28,70,"LW,RW",LW,Ghana,VfL Bochum 1848
S. Abdul Samed,Salis Abdul Samed,22,71,"CDM,CM",CDM,Ghana,Racing Club de Lens
K. Sarfo,Kingsley Sarfo,27,69,"CAM,RM",CAM,Ghana,APOEL Nicosia FC
K. Boateng,Kevin-Prince Boateng,35,74,"CAM,CM,CDM",CAM,Ghana,Hertha BSC
I. Danlad,Ibrahim Danlad,19,68,GK,GK,Ghana,Free agent
C. Atsu,Christian Atsu,30,70,"RW,LW",RW,Ghana,Atakaş Hatayspor
S. Owusu,Solomon Owusu,26,62,"CB,CDM",CB,Ghana,Odds BK
B. Tetteh,Benjamin Tetteh,24,72,"ST,LM",ST,Ghana,Hull City
S. Obeng,Samuel Obeng,25,68,"ST,LM",ST,Ghana,Real Oviedo
D. Opare,Daniel Opare,31,68,"RWB,RM,RB",RWB,Ghana,Seraing
A. Adomah,Albert Adomah,34,69,"RM,RWB",RM,Ghana,Queens Park Rangers
Iñaki Williams,Iñaki Williams Arthuer,28,81,ST,ST,Ghana,Athletic Club de Bilbao
T. Partey,Thomas Partey,29,84,"CDM,CM",CDM,Ghana,Arsenal
E. Boateng,Emmanuel Boateng,26,76,"ST,LM",ST,Ghana,Rio Ave FC
J. Schlupp,Jeffrey Schlupp,29,76,"LM,CM",LM,Ghana,Crystal Palace
A. Ayew,André Ayew,32,75,"ST,RW",CF,Ghana,Free agent
E. Ocansey,Eric Ocansey,24,67,"LM,RM",CAM,Ghana,KV Kortrijk
B. Manu,Braydon Manu,25,69,"RM,LM,ST",RM,Ghana,SV Darmstadt 98
G. Asomani,George Asomani,23,52,"CDM,CM",CDM,Ghana,San Jose Earthquakes
K. Sulemana,Kamaldeen Sulemana,20,75,"LW,LM,ST",RM,Ghana,Stade Rennais FC
R. Owusu,Raymond Owusu,20,60,ST,ST,Ghana,İstanbulspor
F. Cann,Francis Cann,24,65,LW,LM,Ghana,FC Vizela
F. Afena-Gyan,Felix Afena-Gyan,19,70,ST,ST,Ghana,US Cremonese
A. Forson,Amankwah Forson,19,64,"RW,CAM,RM",LM,Ghana,SC Rheindorf Altach
E. Twumasi,Ema Twumasi,25,63,"RB,RM",RWB,Ghana,FC Dallas
E. Owusu,Elisha Owusu,24,71,"CDM,CM",CDM,Ghana,KAA Gent
A. Basit,Abdallah Basit,22,52,"CM,CDM",CM,Ghana,Benevento
D. Agbo,David Agbo,22,58,"CM,CDM",RM,Ghana,Kristiansund BK
A. Boakye,Augustine Boakye,21,61,"CAM,ST,RW",LM,Ghana,RZ Pellets Wolfsberger AC
M. Wakaso,Mubarak Wakaso,31,72,"CM,LM",CDM,Ghana,KAS Eupen
M. Kudus,Mohammed Kudus,21,76,"CAM,CM,CF",CAM,Ghana,Ajax
T. Fosu,Tariqe Fosu,26,69,"LW,CAM,RWB",LW,Ghana,Stoke City
C. Ekuban,Caleb Ekuban,28,72,"ST,RM",ST,Ghana,Genoa
E. Danso,Emmanuel Danso,21,56,CM,CAM,Ghana,Strømsgodset IF
N. Adjei,Nathaniel Adjei,19,55,CB,CB,Ghana,Hammarby IF
L. Abubakar,Lalas Abubakar,27,69,CB,CB,Ghana,Colorado Rapids
M. Moro,Mamudu Moro,27,63,"ST,RM",RW,Ghana,Mjällby AIF
E. Boateng,Emmanuel Boateng,28,66,"LM,RM",LM,Ghana,New England Revolution
J. Fameyeh,Joel Fameyeh,25,69,ST,ST,Ghana,Free agent
A. Duncan,Alfred Duncan,29,75,CM,CDM,Ghana,Fiorentina
G. Mensah,Gideon Mensah,21,61,"RWB,RB",CB,Ghana,Varbergs BoIS FC
A. Djiku,Alexander Djiku,27,77,CB,CB,Ghana,RC Strasbourg Alsace
A. Yiadom,Andy Yiadom,30,72,"RWB,RB,CB",RWB,Ghana,Reading
M. Salisu,Mohammed Salisu,23,77,CB,CB,Ghana,Southampton
E. Attipoe,Emmanuel Attipoe,22,61,"RB,LB",RB,Ghana,Albacete BP
M. Cudjoe,Matthew Anim Cudjoe,18,55,"CAM,RW",RM,Ghana,Dundee United
Y. Yeboah,Yaw Yeboah,25,68,"RM,CF",CAM,Ghana,Columbus Crew
K. Peprah,Kwame Peprah,21,68,"ST,LW",ST,Ghana,Orlando Pirates
I. Baba,Iddrisu Baba,26,75,"CDM,CM,CB",CDM,Ghana,RCD Mallorca
T. Lamptey,Tariq Lamptey,21,75,"RWB,RB",RWB,Ghana,Brighton & Hove Albion
K. Ofori,Kelvin Ofori,20,63,"LM,RM,CAM",CAM,Ghana,SC Paderborn 07
E. Nuamah,Ernest Nuamah,18,58,"LW,ST",LM,Ghana,FC Nordsjælland
R. Ofori,Richard Ofori,28,74,GK,GK,Ghana,Orlando Pirates
M. Dauda,Mohammed Dauda,24,72,"LM,ST",ST,Ghana,CD Tenerife
A. Mumin,Abdul Mumin,24,70,CB,CB,Ghana,Rayo Vallecano
N. Ampomah,Nana Ampomah,26,67,"LM,CF,ST",LM,Ghana,Fortuna Düsseldorf
S. Abdulai,Sabit Abdulai,23,61,"CDM,CM,CB",CDM,Ghana,SD Ponferradina
R. Königsdörffer,Ransford-Yeboah Königsdörffer,20,67,"RW,ST",RW,Ghana,Hamburger SV
D. Amartey,Daniel Amartey,27,76,"CB,CDM",CB,Ghana,Leicester City
J. Osabutey,Jonah Osabutey,23,61,"ST,RW",ST,Ghana,KV Kortrijk
J. Attamah,Joseph Attamah,28,69,"CDM,CM",CB,Ghana,Yukatel Kayserispor
D. Odoi,Denis Odoi,34,72,"RB,CDM",RB,Ghana,Club Brugge KV
M. Fuseini,Mohammed Gadafi Fuseini,20,61,"RM,LM,ST",RM,Ghana,SK Sturm Graz
J. Aidoo,Joseph Aidoo,26,78,CB,CB,Ghana,RC Celta de Vigo
I. Sackey,Isaac Sackey,28,69,"CB,CDM",CB,Ghana,Ümraniyespor
B. Acquah,Benjamin Acquah,21,60,CM,CM,Ghana,Helsingborgs IF
F. Acheampong,Frank Acheampong,28,76,"ST,LW,LM",LM,Ghana,Shenzhen FC
E. Boahene,Ernest Boahene,22,60,RB,RWB,Ghana,Strømsgodset IF
K. Appiah,Kwesi Appiah,31,63,"ST,RW",ST,Ghana,Colchester United
P. Ayongo,Paul Ayongo,25,63,ST,ST,Ghana,Central Coast Mariners
A. Seidu,Alidu Seidu,22,68,"RB,CB,LB",RB,Ghana,Clermont Foot 63
D. Atanga,David Atanga,25,66,"RM,ST,RW",LM,Ghana,KV Oostende
K. Sowah,Kamal Sowah,22,72,"CF,CAM,LM",LM,Ghana,Club Brugge KV
I. Nuhu,Isaac Nuhu,20,65,"ST,LW",RW,Ghana,KAS Eupen
E. Ntim,Emmanuel Ntim,26,67,CB,CB,Ghana,Stade Malherbe Caen
A. Semenyo,Antoine Semenyo,22,70,"ST,RW,RM",ST,Ghana,Bristol City
I. Annan,Isaac Annan,20,59,LB,LWB,Ghana,Kristiansund BK
K. Opoku,Kwadwo Opoku,20,65,RW,ST,Ghana,Los Angeles FC
Y. Moses,Yaw Moses,23,63,"CM,CDM",CDM,Ghana,FC Arouca
I. Sulemana Kakari,Ibrahim Sulemana Kakari,19,65,"CDM,CM,CB",CB,Ghana,Hellas Verona
H. Afful,Harrison Afful,36,67,RB,RB,Ghana,Charlotte FC
M. Akoto,Michael Akoto,24,65,"RB,CDM,CB",CB,Ghana,SG Dynamo Dresden
K. Adams Nuhu,Kasim Adams Nuhu,27,69,CB,CB,Ghana,FC Basel 1893
I. Cofie,Isaac Cofie,30,69,"CDM,CM",CDM,Ghana,Demir Grup Sivasspor
E. Adu,Enoch Kofi Adu,31,65,"CDM,CM",CDM,Ghana,Mjällby AIF
J. Mensah,Jonathan Mensah,31,72,CB,CB,Ghana,Columbus Crew
M. Abubakari,Malik Abubakari,22,64,ST,ST,Ghana,HJK Helsinki
D. Kyereh,Daniel-Kofi Kyereh,26,75,"CAM,ST,RM",CAM,Ghana,Sport-Club Freiburg
F. Junior Adjei,Frank Junior Adjei,18,51,LM,RM,Ghana,IFK Värnamo
S. Eklu,Shaka Mawuli Eklu,24,57,CM,CDM,Ghana,Südtirol
G. Mensah,Gideon Mensah,23,70,"LB,LWB",LWB,Ghana,AJ Auxerre
J. Wollacott,Jojo Wollacott,25,65,GK,GK,Ghana,Charlton Athletic
Y. Ackah,Yaw Ackah,23,67,"CDM,CM",CDM,Ghana,Yukatel Kayserispor
J. Amoako,Joseph Amoako,19,60,"LM,RM",RM,Ghana,Helsingborgs IF
L. Owusu,Leonard Owusu,25,65,"CDM,CM",CDM,Ghana,Vancouver Whitecaps FC
A. Aremeyaw,Abasa Aremeyaw,18,53,CB,CB,Ghana,Philadelphia Union
E. Ogura,Emmanuel Ogura,20,57,GK,GK,Ghana,FC Nordsjælland
A. Nurudeen,Abdul Manaf Nurudeen,23,66,GK,GK,Ghana,KAS Eupen
E. Yeboah,Emmanuel Yeboah,19,61,"RW,ST",RM,Ghana,CFR Cluj
J. Ayew,Jordan Ayew,30,75,"RW,ST,RM",RW,Ghana,Crystal Palace
A. Livingstone,Adjin Livingstone,33,64,"CDM,CM",CDM,Ghana,Estudiantes de Mérida
A. Hosseinzadeh,Amirhossein Hosseinzadeh,21,65,"CAM,LM,RM",ST,Iran,Royal Charleroi S.C.
M. Hosseini,Majid Hosseini,26,68,"CB,CDM",CB,Iran,Yukatel Kayserispor
M. Taremi,Mehdi Taremi,29,81,"ST,CF",ST,Iran,FC Porto
A. Jahanbakhsh,Alireza Jahanbakhsh,28,72,RW,CF,Iran,Feyenoord
V. Hakhamaneshi,Vafa Hakhamaneshi,31,61,CB,CB,Iran,Chennaiyin FC
A. Gholizadeh,Ali Gholizadeh,26,73,"RM,CAM,LM",RM,Iran,Royal Charleroi S.C.
S. Beitashour,Steven Beitashour,35,66,"RB,LB",RB,Iran,Colorado Rapids
S. Ghoddos,Saman Ghoddos,28,68,"CAM,LM,RM",CAM,Iran,Brentford
E. Haji Safi,Ehsan Haji Safi,32,70,"LB,LM,CM",LB,Iran,AEK Athens
A. Alipour,Ali Alipour,26,70,ST,ST,Iran,Gil Vicente FC
A. Abedzadeh,Amir Abedzadeh,29,72,GK,GK,Iran,SD Ponferradina
A. Sayyadmanesh,Allahyar Sayyadmanesh,21,67,"ST,LW,RW",ST,Iran,Hull City
S. Azmoun,Sardar Azmoun,27,80,"ST,CAM",ST,Iran,Bayer 04 Leverkusen
A. Karimi,Ali Karimi,28,65,"CDM,CM",CDM,Iran,Yukatel Kayserispor
S. Moharrami,Sadegh Moharrami,26,72,"RB,RM",RB,Iran,Dinamo Zagreb
M. Mohammadi,Milad Mohammadi,28,72,"LB,LM",LB,Iran,AEK Athens
K. Nakamura,Keito Nakamura,21,68,"LM,LW",CAM,Japan,LASK Linz
J. Ito,Junya Ito,29,78,"RW,CF",RW,Japan,Stade de Reims
K. Hashimoto,Kento Hashimoto,28,68,"CAM,CM",CDM,Japan,SD Huesca
A. Seko,Ayumu Seko,22,67,"CB,CDM",CB,Japan,Grasshopper Club Zürich
K. Hinokio,Koki Hinokio,21,64,"CAM,CM",RM,Japan,Zagłębie Lubin
K. Suzuki,Keita Suzuki,24,53,"LWB,LM",LWB,Japan,Daegu FC
K. Miyoshi,Koji Miyoshi,25,71,"RW,CAM,LW",CAM,Japan,Royal Antwerp FC
T. Kubo,Takefusa Kubo,21,74,"RW,CAM,ST",CAM,Japan,Real Sociedad
K. Tagawa,Kyosuke Tagawa,23,70,"ST,RW,LW",ST,Japan,Santa Clara
S. Nakajima,Shoya Nakajima,27,76,"CAM,LW,RW",RW,Japan,Antalyaspor
N. Ueda,Naomichi Ueda,27,66,CB,CB,Japan,Nîmes Olympique
T. Imai,Tomoki Imai,31,66,"CB,RB",CB,Japan,Western United FC
W. Endo,Wataru Endo,29,78,"CM,CDM",CM,Japan,VfB Stuttgart
H. Ibusuki,Hiroshi Ibusuki,31,64,ST,ST,Japan,Adelaide United
A. Tanaka,Ao Tanaka,23,71,"CDM,CM",CM,Japan,Fortuna Düsseldorf
K. Okunuki,Kanji Okunuki,22,60,CF,CAM,Japan,Górnik Zabrze
E. Kawashima,Eiji Kawashima,39,72,GK,GK,Japan,RC Strasbourg Alsace
K. Mizuta,Kaito Mizuta,22,60,CF,CAM,Japan,1. FSV Mainz 05
T. Hara,Taichi Hara,23,67,"ST,RM,LM",ST,Japan,Deportivo Alavés
S. Kawasaki,Shuhei Kawasaki,21,63,"LW,CF",CAM,Japan,Portimonense SC
